number,value,params_dino_pipeline_clustering_clusterer_method,params_dino_pipeline_clustering_feature_processing_normalizer_method,params_dino_pipeline_clustering_k_selection_method,params_extractors_dino_v2_layer_name,params_extractors_resnet_layer_name,params_heuristic_settings_filter_params_filter_min_area_perc,params_heuristic_settings_generator_params_points_per_side,params_heuristic_settings_generator_params_pred_iou_thresh,params_heuristic_settings_generator_params_stability_score_thresh,params_heuristic_settings_k_heuristic_formulas_semantic_scale_factor,params_heuristic_settings_k_heuristic_formulas_structural_multiplier,params_resnet_pipeline_clustering_k_selection_method,params_resnet_pipeline_image_preprocessing_use_gaussian_blur,params_run_dino_pipeline,params_run_resnet_pipeline,params_validator_settings_semantic_threshold,params_validator_settings_structural_threshold,params_validator_settings_weights_clip_confidence,params_validator_settings_weights_dino_iou,params_validator_settings_weights_resnet_iou,state,user_attrs_avg_dino_iou,user_attrs_avg_resnet_iou,user_attrs_best_clip_confidence_any,user_attrs_best_dino_iou,user_attrs_best_resnet_iou,user_attrs_error,user_attrs_k_semantic_used,user_attrs_k_structural_used,user_attrs_max_clip_confidence,user_attrs_num_correct_segments,user_attrs_num_sam_masks,user_attrs_value
141,0.0,kmeans,l2,heuristic,blocks.7,layer2,0.009847908347288197,16,0.9339117680536346,0.9458856247933074,0.7692910065103923,1.8541675424796518,silhouette,False,True,False,0.6638744834590671,0.7431514725941049,0.7909450135758161,0.31774418668129634,0.3244406316763112,COMPLETE,0.502182083109282,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
142,0.0,kmeans,l2,heuristic,blocks.7,layer2,0.009617479842150034,16,0.9395398016980457,0.9435594335070774,0.788019190089489,1.9799219408564597,silhouette,False,True,False,0.711617530586388,0.736894885374796,0.750770974510642,0.33933049166342116,0.2712755962593306,COMPLETE,0.5046677785739422,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
143,0.0,kmeans,l2,heuristic,blocks.7,layer2,0.005857008380814375,16,0.9710994501862741,0.9400463238489539,0.9150311899180985,2.024988307671069,silhouette,False,True,False,0.5252658991599508,0.7319130425952141,0.526929131380025,0.29035375535624997,0.7891539524883805,COMPLETE,0.36744946184080657,0.0,0.0,0.6457997361090749,0.0,,3,2,0.0,0,2,0.0
144,0.0,kmeans,l2,heuristic,blocks.7,layer2,0.009404567372464697,16,0.9354375301191415,0.909396430301496,0.9958638434960334,1.928168611576608,silhouette,False,True,False,0.6409222015981496,0.6571219604911384,0.8336190240854174,0.37471850846273796,0.18743228791072286,COMPLETE,0.2896961237563545,0.0,0.0,0.4795907253285153,0.0,,3,2,0.0,0,2,0.0
145,0.0,kmeans,l2,heuristic,blocks.7,layer3,0.003456235418809662,16,0.9754902282491652,0.9113123202017669,1.1446083892380143,1.8013005880760264,heuristic,False,False,True,0.6975017400170247,0.6329461301457859,0.8500053746128917,0.2608459728386049,0.34766239305804536,COMPLETE,0.0,0.1909017556588136,0.0,0.0,0.30664233115379325,,3,2,0.0,0,2,0.0
146,0.0,graph,root-norm,silhouette,blocks.7,layer2,0.005342675343832884,32,0.8853214268048951,0.9519108894840542,0.672301010752723,1.712553025549557,silhouette,False,True,False,0.6757266818402271,0.7224591627325979,0.13237835023032712,0.36130519219640966,0.30217730884485705,COMPLETE,0.35792006732387355,0.0,0.0,0.6267409470752089,0.0,,3,2,0.0,0,2,0.0
147,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.008838124784166915,16,0.9515950888259203,0.9547677814767915,1.0283526748690284,1.876831590477995,silhouette,True,False,True,0.7384447614975537,0.43604498873589076,0.22015305425314802,0.727883124402167,0.8893910470568559,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
148,0.0,graph,l2,silhouette,blocks.7,layer3,0.0037582703137641407,8,0.9249559144911748,0.902172393785026,0.7320447905303283,2.1140174330768144,heuristic,False,True,False,0.7211183177663046,0.5386380448225251,0.5716039019638238,0.6546944050245198,0.02417975256286896,COMPLETE,0.39281446585575375,0.0,0.0,0.6751209500073303,0.0,,3,2,0.0,0,2,0.0
149,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.005603605878730823,16,0.9431823993876273,0.9287353765056124,0.9467265642861007,1.8356146274166854,silhouette,True,False,True,0.40015761682734474,0.4104067899274192,0.9814282382343579,0.5227470975218172,0.1401389555934769,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
150,0.0,graph,l2,silhouette,blocks.11,layer3,0.009988836448987811,32,0.9613841716184651,0.9587491589864673,0.7608539880045821,1.9625630037463921,heuristic,False,True,False,0.7040531725140579,0.5974744343620008,0.9498491330197854,0.03955039206589464,0.9422263086382712,COMPLETE,0.39658741815219783,0.0,0.0,0.7040756487318575,0.0,,3,2,0.0,0,2,0.0
151,0.0,graph,l2,silhouette,blocks.7,layer3,0.0061194744990382185,8,0.9061248841799106,0.9473999653012237,0.8983490323081047,1.529223770282441,heuristic,True,True,False,0.49799778970338576,0.5676118139260461,0.324637193289954,0.5533264131030444,0.3875008669837766,COMPLETE,0.39629390910245743,0.0,0.0,0.7040756487318575,0.0,,3,2,0.0,0,2,0.0
152,0.0,graph,l2,silhouette,blocks.7,layer3,0.002073839590954139,8,0.8800698499292412,0.9447767590946176,0.9232047894181739,1.5033302168933247,heuristic,True,True,False,0.7318072150963786,0.5860456672699931,0.49737378110241315,0.68188527237327,0.3524816695845508,COMPLETE,0.28773357458920995,0.0,0.0,0.47452469077219955,0.0,,3,2,0.0,0,2,0.0
153,0.0,graph,l2,silhouette,blocks.7,layer3,0.009066668343614137,8,0.8771522315531373,0.9386953373494977,0.8883427908366656,1.583151052855913,heuristic,True,True,False,0.5027303728890623,0.5811563296986432,0.3707736070418788,0.33351560850940115,0.31298439953816054,COMPLETE,0.3686095094441823,0.0,0.0,0.6267409470752089,0.0,,3,2,0.0,0,2,0.0
154,0.0,graph,l2,silhouette,blocks.7,layer3,0.004995184113732814,8,0.8950294209435863,0.9416197555335758,0.959614206295452,1.5569410120260192,heuristic,True,True,False,0.5118896979691281,0.6146824954683329,0.9000749000889746,0.6442081806342368,0.0013534161278569296,COMPLETE,0.27978363297380043,0.0,0.0,0.4612283643957852,0.0,,3,2,0.0,0,2,0.0
155,0.0,graph,l2,heuristic,blocks.7,layer2,0.006355064230122387,16,0.9028105219827136,0.9358599127798486,0.9374115498969975,2.056593559043664,heuristic,True,False,True,0.5298304160135545,0.43062757683149033,0.2789658395733178,0.7689634579375555,0.4308695013343901,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
156,0.0,kmeans,root-norm,silhouette,blocks.7,layer3,0.0069305802160651835,8,0.8718318748355682,0.9135409240215376,0.5417261003446686,1.6089154834282011,silhouette,True,True,False,0.48697908122293404,0.6062557369925499,0.4340784765619554,0.19438699084709193,0.7581407649994779,COMPLETE,0.5018820016991087,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
157,0.0,graph,l2,heuristic,blocks.7,layer1,0.009697326540008626,16,0.9279132397282974,0.9424329579411642,1.0120867190476939,1.6630696079960885,heuristic,False,False,True,0.47973106772733476,0.5738639190398539,0.3380671255286713,0.22050664129531558,0.4774896988751281,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
158,0.0,graph,l2,silhouette,blocks.11,layer3,0.0066708656678868645,32,0.9658238814641844,0.9531454322344267,0.7120703023919356,1.761990530476571,silhouette,True,True,False,0.6471454549427545,0.5524776197434867,0.30979161482368606,0.6269774213638303,0.6611608256675051,COMPLETE,0.4958528491130816,0.0,0.0,0.7810438352147779,0.0,,3,2,0.0,0,2,0.0
159,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.008173280812649474,16,0.8873064474862424,0.9062008936559756,0.5712139362928983,1.6155128528067038,heuristic,False,True,True,0.633930684555238,0.5045990525164953,0.6500532369374804,0.30445269564132954,0.5405009260485678,COMPLETE,0.5018820016991087,0.4763218569145985,0.0,0.7905732297317108,0.8467036678655542,,3,2,0.0,0,2,0.0
160,0.0,graph,root-norm,silhouette,blocks.7,layer3,0.003025170080672755,16,0.8631997614884638,0.9318469688404287,0.9110767253268597,1.7347437570139765,silhouette,True,False,False,0.6842498465059061,0.6705120599612163,0.9240465894965044,0.7165643013641316,0.41295363170594235,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
161,0.0,graph,l2,heuristic,blocks.7,layer1,0.008294552487830814,16,0.9153164879829642,0.921781362467175,0.8344952514785982,1.9055963392990027,heuristic,True,True,False,0.6162477666698958,0.42457763583568153,0.07565840476852857,0.13960192248030934,0.103799532945481,COMPLETE,0.39763926362231294,0.0,0.0,0.7040756487318575,0.0,,3,2,0.0,0,2,0.0
162,0.0,graph,l2,heuristic,blocks.7,layer1,0.008476697634167887,16,0.9472243252258041,0.9258306294960291,0.983938674169264,1.7980549107680426,heuristic,True,True,False,0.5596536409750269,0.4444673959217601,0.04388561961185966,0.173720531755765,0.690987346386214,COMPLETE,0.5018820016991087,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
163,0.0,graph,l2,heuristic,blocks.7,layer1,0.007154571091896325,16,0.8916629660702292,0.9188548340075191,0.7817230349607037,1.9414799642093266,heuristic,True,True,False,0.60007796396032,0.46711167931464553,0.0006151003994268097,0.12372201850824252,0.28798780583989037,COMPLETE,0.502182083109282,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
164,0.0,graph,l2,heuristic,blocks.7,layer1,0.002725485035494901,16,0.9491927329222313,0.9079724869879147,1.199619377698447,1.8747412475431666,heuristic,True,True,False,0.5675974860227518,0.6469217315338835,0.047039590402301296,0.9722640241939037,0.6586981215269564,COMPLETE,0.40135211541066435,0.0,0.0,0.7136050432487905,0.0,,3,2,0.0,0,2,0.0
165,0.0,graph,l2,heuristic,blocks.11,layer1,0.008685190182038352,32,0.9327938356079012,0.9405090126786568,1.0743423126943297,2.6570075864228095,heuristic,False,True,True,0.5868467294150813,0.4922804883272972,0.539151559121867,0.05239670243196417,0.22287795809312513,COMPLETE,0.36500650318225913,0.4763218569145985,0.0,0.6362703415921419,0.8467036678655542,,3,2,0.0,0,2,0.0
166,0.0,graph,l2,silhouette,blocks.7,layer2,0.007749098119175827,16,0.9370518255142155,0.961424182557239,0.8725487349177029,2.486305529902254,heuristic,True,False,False,0.5833553537184941,0.523321773698425,0.026904220936249185,0.391567282423344,0.6340433958434792,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
167,0.0,graph,root-norm,heuristic,blocks.7,layer3,0.00754610854050884,8,0.9734156069467023,0.9156459434848561,1.0424633691174932,1.8204856041286646,silhouette,False,True,True,0.43477254805547,0.47850227020829933,0.09682503299842612,0.42091346840326604,0.7013543543002722,COMPLETE,0.35803224215650986,0.4763218569145985,0.0,0.5427082541415845,0.8467036678655542,,3,2,0.0,0,2,0.0
168,0.0,kmeans,l2,silhouette,blocks.7,layer1,0.003937517918983391,16,0.9697694232565254,0.917341898323813,0.7419428711920575,2.7517969379492615,heuristic,True,False,False,0.42203750656749256,0.41673354638034477,0.7815722698195289,0.15791530831918713,0.7261230849229107,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
169,0.0,graph,l2,heuristic,blocks.11,layer3,0.0023614972993708256,16,0.9455714600483328,0.9334832964149732,0.8056695488455604,2.4379622232770277,silhouette,False,True,False,0.5201095693696711,0.6842164865769862,0.39871583947523354,0.9077224326585518,0.5864248431350496,COMPLETE,0.3824190158489526,0.0,0.0,0.6751209500073303,0.0,,3,2,0.0,0,2,0.0
170,0.0,graph,l2,silhouette,blocks.7,layer1,0.001854534690196849,32,0.97686926327495,0.9377184270892887,0.8607855285557819,2.3274078324581913,heuristic,True,False,True,0.46157716845728597,0.5120145741532415,0.6113686277412795,0.0976796390236889,0.36169041016953646,COMPLETE,0.0,0.1909017556588136,0.0,0.0,0.30664233115379325,,3,2,0.0,0,2,0.0
171,0.0,graph,l2,silhouette,blocks.7,layer1,0.005172529311798631,16,0.9204176150602337,0.905114290715909,1.1602848768874652,2.5253136482132894,silhouette,False,True,False,0.6269249912518953,0.6225975829600671,0.749243261666268,0.4649356233608219,0.24606171221575465,COMPLETE,0.36977120044072564,0.0,0.0,0.6457997361090749,0.0,,3,2,0.0,0,2,0.0
172,0.0,graph,l2,silhouette,blocks.7,layer1,0.005578711281192808,16,0.942168417163697,0.9091910328892848,0.5984630606372455,2.260501498786047,silhouette,False,True,False,0.6527745223436984,0.5920534624251892,0.814236544371671,0.4408653907675132,0.17293364465820793,COMPLETE,0.39763926362231294,0.0,0.0,0.7040756487318575,0.0,,3,2,0.0,0,2,0.0
173,0.0,graph,l2,silhouette,blocks.7,layer1,0.005340860284837657,16,0.9000239084854196,0.9568928927488327,1.0974768823127843,2.3009308893448,silhouette,False,True,False,0.6392584381433084,0.611010105778277,0.6963546146916001,0.2791920312014622,0.20613369983192473,COMPLETE,0.3844923343956643,0.0,0.0,0.6751209500073303,0.0,,3,2,0.0,0,2,0.0
174,0.0,graph,l2,silhouette,blocks.7,layer1,0.003233779382188661,16,0.911613920085069,0.9601844260473179,1.125684308559908,2.2318331076517963,silhouette,False,True,False,0.659117542868953,0.6019054336985412,0.8735464748312187,0.49930742092760455,0.15961093756449438,COMPLETE,0.502182083109282,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
175,0.0,graph,root-norm,heuristic,blocks.7,layer2,0.005783871174748836,16,0.8539860658380086,0.9689366226764059,0.6449751510664963,1.5333245757127607,silhouette,False,True,False,0.6672417595007439,0.4015446630702751,0.24829428586870714,0.36388389027317575,0.2647839527575305,COMPLETE,0.2923339713382514,0.0,0.0,0.4840804208216349,0.0,,3,2,0.0,0,2,0.0
176,0.0,kmeans,l2,silhouette,blocks.11,layer1,0.007948136556573488,8,0.9070042343418737,0.9556471930653347,0.8253988900594617,2.378579495187922,silhouette,False,True,True,0.4075341518726444,0.6364783148495592,0.8036170502974267,0.015873010521584532,0.9034876311738638,COMPLETE,0.502182083109282,0.1909017556588136,0.0,0.7905732297317108,0.30664233115379325,,3,2,0.0,0,2,0.0
177,0.0,graph,l2,heuristic,blocks.7,layer3,0.003494643420041132,16,0.8818599861096753,0.9240248660406758,0.5250035661757622,1.6498572973526036,heuristic,True,False,False,0.5487470224003406,0.6285182519492993,0.7278197411607624,0.06563227064527608,0.2861631993836884,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
178,0.0,graph,root-norm,silhouette,blocks.7,layer1,0.008054716324126727,16,0.9681214686552967,0.9497973291343932,1.0601917986429439,2.0031314036469907,silhouette,False,True,True,0.6115325734527973,0.6181760699299569,0.17936736601152398,0.40820026143583493,0.3262353680807604,COMPLETE,0.39658741815219783,0.4763218569145985,0.0,0.7040756487318575,0.8467036678655542,,3,2,0.0,0,2,0.0
179,0.0,kmeans,l2,heuristic,blocks.7,layer2,0.004867632009876931,32,0.9052552883758247,0.9587665129753246,1.0319672355807177,1.7031277601770582,heuristic,True,False,False,0.4410572468313016,0.70034322144586,0.20626344811640554,0.33130314961491153,0.05163501761427855,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
180,0.0,graph,l2,silhouette,blocks.11,layer3,0.0045691876363510835,16,0.8984313126034662,0.9122480967703531,0.6909085483317643,1.5733041115315607,silhouette,False,True,False,0.7411715179757165,0.5001426717039851,0.76866915779304,0.20433918558993358,0.4481406197533042,COMPLETE,0.502182083109282,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
181,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.0016121665876737308,8,0.871145853544446,0.9292307908802484,0.9691606573987265,2.074401588650466,heuristic,True,True,False,0.5347221401625262,0.5614435462355821,0.47669989598032136,0.5957189273640782,0.6802215797110688,COMPLETE,0.2880692942229474,0.0,0.0,0.48059609613460896,0.0,,3,2,0.0,0,2,0.0
182,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.0036977132604801544,8,0.8753552447430601,0.9361705983657305,0.9487550021446088,2.143685101237113,heuristic,True,True,False,0.556003479245613,0.5683051300043508,0.3935251983008134,0.6322689010002839,0.8596612381883925,COMPLETE,0.38944028924099494,0.0,0.0,0.6850168596979915,0.0,,3,2,0.0,0,2,0.0
183,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.0011448806581719172,8,0.9712588631543507,0.9003084304336504,1.0095257284837635,2.6092513627034952,heuristic,True,True,False,0.5083380951304243,0.5385218494834556,0.44159625627237575,0.8216272139544769,0.9986471141318135,COMPLETE,0.36268476458234006,0.0,0.0,0.6362703415921419,0.0,,3,2,0.0,0,2,0.0
184,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.009203676048513916,8,0.8675963808704523,0.9311248830061578,0.9056708658397434,2.1158855707247812,heuristic,True,True,False,0.5456951739845682,0.5551488524915016,0.6790704260762962,0.5389266430023985,0.8279679535086205,COMPLETE,0.502182083109282,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
185,0.0,kmeans,root-norm,heuristic,blocks.7,layer3,0.008499923554278484,8,0.8728249221706205,0.9345841599459644,0.977746965391932,2.5524926205854097,heuristic,True,False,True,0.428545758610383,0.4334559269142343,0.02092724876892357,0.22908714290710536,0.8076254290134527,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
186,0.0,graph,l2,silhouette,blocks.11,layer1,0.002099249487761465,16,0.9550455019726323,0.9458967014076528,0.7588652287942335,2.199915495557132,silhouette,True,True,False,0.5789593265750531,0.5748260640391939,0.8428830380814687,0.5699641182982831,0.7497519399773784,COMPLETE,0.43430111292539053,0.0,0.0,0.6850168596979915,0.0,,3,2,0.0,0,2,0.0
187,0.0,graph,l2,heuristic,blocks.7,layer3,0.0014053329038769674,32,0.8614225952524471,0.9271797901892135,1.1787098766779305,2.3333077801775906,heuristic,False,True,True,0.561680767506525,0.5449249560765004,0.41891846758193935,0.353508527983735,0.5026331189323294,COMPLETE,0.39281446585575375,0.1909017556588136,0.0,0.6751209500073303,0.30664233115379325,,3,2,0.0,0,2,0.0
188,0.0,graph,root-norm,silhouette,blocks.7,layer2,0.006260942298939838,16,0.8941430985651154,0.9432156766470108,0.9972970353145796,2.1622578006575353,silhouette,True,False,False,0.5710129484453971,0.42005443644524604,0.3463104197143995,0.2538970945046218,0.5617811967186159,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
189,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.0033627860491515513,8,0.9655035576549753,0.9385056482239453,0.8855239888097107,2.449747841574498,heuristic,False,True,False,0.5402578981088773,0.44840032738681884,0.3635066981589415,0.5830436452414003,0.7786888450215302,COMPLETE,0.28717980791171704,0.0,0.0,0.4770224414365547,0.0,,3,2,0.0,0,2,0.0
190,0.0,graph,l2,silhouette,blocks.11,layer3,0.008877093115567267,16,0.8778001979364977,0.9537867476850581,1.1425042087104051,2.0363495519466643,heuristic,True,False,True,0.728364989091718,0.5179401581432092,0.5037140551840897,0.6046536895283571,0.926881800085509,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
191,0.0,graph,l2,heuristic,blocks.7,layer2,0.005499363162562454,32,0.927469321423528,0.965409687175991,0.7165922974853196,1.7789170126625027,silhouette,False,True,False,0.6926093673418265,0.6543041321809021,0.1582762224958286,0.4767226391128126,0.38845502301533147,COMPLETE,0.28028562295545156,0.0,0.0,0.4628517893024001,0.0,,3,2,0.0,0,2,0.0
192,0.0,graph,l2,heuristic,blocks.7,layer2,0.003906727450790293,32,0.9188845635908973,0.9211249361568702,0.6988305571004769,1.8636237027390212,silhouette,False,True,False,0.6808858590080729,0.6814068721032761,0.11708623039714458,0.1940876742633019,0.3443348848649389,COMPLETE,0.36826567469631694,0.0,0.0,0.6267409470752089,0.0,,3,2,0.0,0,2,0.0
193,0.0,graph,l2,heuristic,blocks.7,layer2,0.0059519443924073824,32,0.9306352969897,0.9103781657567986,0.6611882048386012,1.900630729569694,silhouette,False,True,False,0.7167750848058639,0.6943592938360567,0.2893874033307676,0.03528851519159972,0.42219395680938804,COMPLETE,0.39281446585575375,0.0,0.0,0.6751209500073303,0.0,,3,2,0.0,0,2,0.0
194,0.0,graph,l2,heuristic,blocks.7,layer2,0.004178851174011154,32,0.9139778137551477,0.9065783002105483,0.7403615526111043,1.8449198650170155,silhouette,False,True,False,0.6713811473935901,0.6684501759551046,0.06466547000844151,0.1329441726191796,0.715871838496603,COMPLETE,0.3781389039611153,0.0,0.0,0.6457997361090749,0.0,,3,2,0.0,0,2,0.0
195,0.0,graph,l2,heuristic,blocks.7,layer2,0.002562761170316393,32,0.9235141708189262,0.9195704151908518,1.0849958373677395,1.7564711174089342,silhouette,False,True,False,0.6884529017990333,0.43773236333799875,0.2675263323520198,0.16092840641241596,0.5216133936740086,COMPLETE,0.502182083109282,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
196,0.0,graph,root-norm,silhouette,blocks.7,layer1,0.0044226368879856336,16,0.9402137912300663,0.9140832213506863,0.7809995001284998,2.3984135918561904,silhouette,False,True,True,0.42076062639671274,0.7077592091758351,0.9649869046554376,0.18362923046323898,0.9718387276091972,COMPLETE,0.5005582859630888,0.4763218569145985,0.0,0.7905732297317108,0.8467036678655542,,3,2,0.0,0,2,0.0
197,0.0,kmeans,l2,heuristic,blocks.7,layer3,0.00308061221272044,16,0.8577207074895469,0.9029903609862775,1.0424635182616466,1.8164237977559554,heuristic,True,False,False,0.47577729340481284,0.6899715717051005,0.9352067011942385,0.39018185116762427,0.37708933363184605,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
198,0.0,graph,l2,silhouette,blocks.11,layer1,0.0036346096629623842,8,0.9171303065023851,0.9224924669381952,0.9235781246464311,2.086589841076539,silhouette,False,True,False,0.7040984246864591,0.5289914816718351,0.14271527107853804,0.6666226651422282,0.6107290261988022,COMPLETE,0.38735545181671827,0.0,0.0,0.6850168596979915,0.0,,3,2,0.0,0,2,0.0
199,0.0,graph,l2,heuristic,blocks.7,layer3,0.009499603316448016,16,0.9209989621836061,0.9185371402851829,0.9590032424097525,2.9167126879160996,heuristic,True,False,True,0.6225904887197307,0.6050361755868987,0.46336009107581294,0.3105262272423477,0.31154802326467623,COMPLETE,0.0,0.19996715152318406,0.0,0.0,0.3278747423557665,,3,2,0.0,0,2,0.0
